band,sample1,sample2,sample3,sample4,sample5,sample6
600,0.001097946,0.00191852,0.003453307,0.005968867,0.00807175,0.006936943
602,0.001093409,0.001897706,0.003390068,0.00587363,0.007926131,0.00680377
604,0.001092936,0.001882716,0.003339314,0.005792634,0.007801039,0.006689652
606,0.001097428,0.001874845,0.00330382,0.005729043,0.007701033,0.006598825
608,0.001102479,0.001867257,0.003268752,0.00566888,0.007608046,0.006513777
610,0.001110703,0.001861271,0.003236106,0.005628143,0.007554826,0.006461484
612,0.001118927,0.001855286,0.003203459,0.005587407,0.007501606,0.00640919
614,0.001127228,0.001853312,0.003185792,0.005551034,0.007451572,0.006369937
616,0.001135529,0.001851338,0.003168124,0.005514661,0.007401537,0.006330683
618,0.001141983,0.001849101,0.003151019,0.005484732,0.007361746,0.006302183
620,0.001147441,0.001846723,0.003134217,0.005458274,0.00732747,0.006279473
622,0.001151384,0.001844107,0.003118819,0.005433234,0.007293944,0.006258228
624,0.001150775,0.001840778,0.003107638,0.005412452,0.007262668,0.006241381
626,0.001150167,0.00183745,0.003096457,0.005391669,0.007231392,0.006224535
628,0.001152558,0.001836535,0.00309121,0.005374518,0.007199979,0.006205285
630,0.001155281,0.001835889,0.003086623,0.005357771,0.00716855,0.006185769
632,0.001156242,0.001836207,0.003079881,0.005342629,0.007127367,0.006158461
634,0.00115576,0.001837315,0.003071374,0.0053288,0.007078202,0.006124778
636,0.001156822,0.001840679,0.003064737,0.00531886,0.007031838,0.00609197
638,0.001162519,0.001850812,0.003063708,0.005320583,0.006993876,0.006061788
640,0.001168216,0.001860945,0.003062679,0.005322307,0.006955915,0.006031606
642,0.001179067,0.001874989,0.003066238,0.005330851,0.006922128,0.005993043
644,0.00119049,0.001889468,0.003070307,0.005340153,0.006888804,0.00595355
646,0.001217424,0.001916793,0.00308442,0.005377787,0.006914921,0.005965067
648,0.001254698,0.001952681,0.003105229,0.00543431,0.006980663,0.006010591
650,0.001299524,0.0019965,0.003138994,0.005512152,0.007088864,0.00609694
652,0.00136197,0.002058826,0.003202987,0.005639738,0.007296135,0.006278548
654,0.001426282,0.002123041,0.003268817,0.005771019,0.007510255,0.006467065
656,0.001526047,0.00222313,0.003369534,0.005972531,0.007854518,0.00678684
658,0.001625812,0.002323218,0.003470252,0.006174043,0.008198782,0.007106616
660,0.001742872,0.002444222,0.003606227,0.006430981,0.008635063,0.007525357
662,0.001867342,0.002574189,0.003757313,0.006711674,0.00911078,0.007986511
664,0.001990895,0.00270545,0.003913907,0.006993511,0.009582314,0.008445745
666,0.002113326,0.002838291,0.004077233,0.007276747,0.010048735,0.00890263
668,0.002228093,0.002962538,0.004231714,0.00753981,0.01048051,0.009328433
670,0.002299424,0.003038087,0.004336071,0.007688564,0.010715959,0.009578106
672,0.002370756,0.003113636,0.004440428,0.007837317,0.010951408,0.009827778
674,0.002362374,0.003102253,0.004442557,0.007796051,0.010871766,0.009763733
676,0.002349797,0.003086295,0.004439305,0.007744783,0.01077554,0.009683175
678,0.002293654,0.003016391,0.004367214,0.007560708,0.010469584,0.009400858
680,0.002214053,0.00291744,0.004258056,0.007305122,0.010050698,0.009009901
682,0.002097571,0.002775788,0.004088317,0.006945224,0.009477355,0.008473093
684,0.001950916,0.002599198,0.003869012,0.00649998,0.008777639,0.007816951
686,0.001776306,0.00238455,0.003592874,0.005976854,0.007989876,0.007073399
688,0.00156753,0.002123387,0.003247272,0.005358537,0.007094498,0.006223012
690,0.001382418,0.001890169,0.002932226,0.004801231,0.006301635,0.005470975
692,0.001232803,0.001698868,0.002663014,0.004335441,0.005662542,0.004866463
694,0.001087635,0.001513454,0.00240194,0.003886893,0.005050221,0.004287721
696,0.000967676,0.001361394,0.002186973,0.003536043,0.004589604,0.003855014
698,0.000850033,0.001211942,0.001975921,0.003191054,0.004138414,0.003430903
700,0.000776422,0.001112019,0.001839269,0.002957398,0.003866341,0.003170124
702,0.000702811,0.001012097,0.001702616,0.002723742,0.003594269,0.002909345
704,0.000639779,0.000931296,0.001603128,0.002550318,0.003401744,0.002726822
706,0.000580461,0.000855125,0.001509993,0.002388497,0.003225904,0.00255845
708,0.000554584,0.000820617,0.001474036,0.002331094,0.00320023,0.002517439
710,0.000529453,0.000786339,0.001438475,0.002272945,0.003172364,0.002474249
712,0.000508559,0.000753355,0.001405152,0.002210567,0.003132082,0.002418713
714,0.000488578,0.00072275,0.001376136,0.002153285,0.003097364,0.002369046
716,0.000472249,0.00070166,0.001364348,0.002116387,0.003084905,0.002342859
718,0.000456307,0.00068027,0.001354295,0.002087205,0.003089605,0.002327237
720,0.000441268,0.000658185,0.001348291,0.002076027,0.003134343,0.002336269
